Census year,Block ID,CLUE small area,Accommodation,Admin and Support Services,Agriculture and Mining,Arts and Recreation Services,Business Services,Construction,Education and Training,"Electricity, Gas, Water and Waste Services",Finance and Insurance,Food and Beverage Services,Health Care and Social Assistance,Information Media and Telecommunications,Manufacturing,Other Services,Public Administration and Safety,Real Estate Services,Rental and Hiring Services,Retail Trade,"Transport, Postal and Storage",Wholesale Trade,Total employment in block
2003,104,Melbourne (CBD),59,0,0,0,69,0,0,0,0,37,0,0,0,10,0,0,14,33,0,0,511
2003,105,Melbourne (CBD),0,0,0,0,0,0,276,0,0,18,0,25,0,96,0,0,0,0,0,0,506
2003,107,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,36
2003,111,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,0,0,219
2003,113,Melbourne (CBD),0,0,0,0,0,0,0,0,0,120,0,0,13,14,0,0,0,"1,237",111,0,"1,526"
2003,114,Melbourne (CBD),0,0,0,0,4,0,0,0,0,129,0,0,0,0,0,0,0,93,0,0,373
2003,115,Melbourne (CBD),0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,31,603,0,"1,235"
2003,116,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2003,125,Melbourne (CBD),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164
2003,131,Docklands,0,0,0,111,26,0,0,0,0,0,0,0,0,16,"3,159",0,0,0,10,0,"3,824"
2003,201,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,202,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,203,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2003,204,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,205,Carlton,0,0,0,0,0,0,0,0,0,0,"2,913",0,0,0,0,0,0,0,0,0,"2,971"
2003,206,Carlton,0,0,0,0,4,0,0,0,0,173,61,8,0,14,0,0,0,72,0,0,370
2003,207,Carlton,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,91,0,62,247
2003,208,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2003,209,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,210,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,211,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,212,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83
2003,213,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75
2003,214,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,62
2003,215,Carlton,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,14,0,0,96
2003,216,Carlton,0,0,0,0,13,0,0,0,0,21,0,0,0,30,0,0,0,16,0,0,215
2003,217,Carlton,0,14,0,0,31,0,0,0,0,169,31,69,0,31,0,0,0,324,0,0,703
2003,218,Carlton,0,8,0,0,90,0,0,0,57,150,150,0,15,45,0,0,0,46,0,0,647
2003,219,Carlton,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85
2003,220,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2003,221,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,222,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93
2003,223,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,0,0,67
2003,224,Carlton,0,0,0,0,9,0,0,0,0,11,0,0,11,0,0,0,0,22,0,0,94
2003,225,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2003,226,Carlton,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,33
2003,227,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2003,228,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86
2003,229,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2003,230,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2003,231,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,232,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2003,233,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,234,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,21
2003,235,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,236,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2003,237,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,238,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,239,Carlton,0,0,0,0,0,0,0,0,27,0,144,0,0,51,0,0,0,0,0,0,506
2003,240,Carlton,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,377
2003,241,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,242,Carlton,0,0,0,0,32,0,227,0,0,0,0,0,0,0,0,0,0,0,0,0,308
2003,243,Carlton,50,0,0,0,40,0,162,0,0,40,0,0,0,0,0,0,0,0,0,0,430
2003,244,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,245,Carlton,0,44,0,0,95,0,0,0,0,39,0,0,0,0,0,0,0,8,0,0,331
2003,246,Carlton,0,0,0,0,26,0,0,0,0,138,13,0,0,13,0,0,0,17,0,0,312
2003,247,Carlton,0,0,0,0,30,0,63,0,61,162,36,0,0,20,0,0,0,0,0,0,590
2003,248,Carlton,11,0,0,0,13,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,109
2003,249,Carlton,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2003,250,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748
2003,251,Carlton,0,0,0,0,49,0,0,0,0,0,140,0,0,209,0,0,0,0,0,0,721
2003,252,Carlton,0,0,0,0,23,0,0,0,16,168,25,0,0,0,0,0,0,21,0,0,297
2003,253,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,254,Carlton,0,0,0,0,51,0,0,0,0,53,0,0,0,95,54,0,0,0,0,0,349
2003,255,Carlton,0,0,0,0,44,0,0,0,104,29,58,0,0,77,0,0,0,25,0,0,641
2003,256,Carlton,0,0,0,0,876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,058"
2003,257,Carlton,0,0,0,0,34,0,0,0,0,0,0,0,10,50,0,0,0,0,0,0,488
2003,258,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328
2003,259,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,376
2003,260,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,137
2003,261,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,0,55,0,0,287
2003,262,Carlton,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2003,263,Carlton,0,0,0,0,100,0,0,0,0,0,0,0,0,135,0,0,0,28,0,0,279
2003,264,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,265,Carlton,0,0,0,0,53,0,0,0,0,55,0,0,0,258,0,0,0,0,0,0,"1,096"
2003,266,Carlton,0,0,0,0,0,0,576,0,0,23,0,0,0,6,0,0,0,0,0,0,612
2003,267,Carlton,0,0,0,0,73,0,0,0,0,11,38,0,0,187,0,0,0,0,0,0,431
2003,268,Carlton,0,0,0,0,71,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,383
2003,269,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,270,Parkville,0,0,0,0,0,0,0,0,19,162,0,0,0,7,0,0,0,52,0,0,"5,064"
2003,271,Parkville,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174
2003,272,Parkville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,273,Carlton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2003,274,Carlton,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
2003,301,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,13
2003,302,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,303,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,304,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,305,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,306,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,307,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,308,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15
2003,309,North Melbourne,0,0,0,0,46,0,0,0,0,0,0,0,68,0,0,0,0,0,0,27,174
2003,310,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,311,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,312,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2003,313,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
2003,314,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106
2003,315,North Melbourne,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2003,316,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,317,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2003,318,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,319,North Melbourne,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290
2003,320,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,321,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,322,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,59
2003,323,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208
2003,324,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,325,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,326,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2003,327,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2003,328,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,329,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
2003,330,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,331,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,67
2003,332,North Melbourne,0,0,0,0,11,0,0,0,0,0,0,0,30,18,0,0,0,0,0,0,68
2003,333,North Melbourne,0,0,0,0,18,0,0,0,0,0,0,0,0,9,0,0,0,15,0,15,71
2003,334,North Melbourne,0,25,0,0,22,0,0,0,0,0,0,0,16,0,0,0,0,8,0,0,92
2003,335,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20,0,0,69
2003,336,North Melbourne,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,56
2003,337,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,190
2003,338,North Melbourne,0,0,0,0,10,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,90
2003,339,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,57
2003,340,North Melbourne,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,19
2003,341,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107
2003,342,North Melbourne,0,0,0,0,0,46,0,0,0,0,0,0,47,0,0,0,0,0,0,0,167
2003,343,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,0,141
2003,344,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
2003,345,North Melbourne,0,46,0,24,36,0,0,0,29,83,14,0,19,21,0,0,0,44,35,0,369
2003,346,North Melbourne,0,0,0,0,16,0,0,0,0,0,0,0,0,6,0,0,0,14,0,0,117
2003,347,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,59
2003,348,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,349,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,350,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,351,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,352,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,353,North Melbourne,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,118
2003,354,North Melbourne,0,133,0,56,27,0,0,0,0,39,0,0,0,17,0,0,0,81,69,0,468
2003,355,North Melbourne,0,0,0,0,41,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,176
2003,356,North Melbourne,0,0,0,0,46,0,0,0,0,0,0,0,0,21,0,0,0,14,0,20,147
2003,357,North Melbourne,0,0,0,0,0,0,0,0,0,34,0,0,12,124,0,0,0,0,7,0,335
2003,358,North Melbourne,0,0,0,0,43,0,0,0,0,0,0,0,0,5,0,0,0,7,0,0,101
2003,359,North Melbourne,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97
2003,360,North Melbourne,0,0,0,0,0,0,0,0,0,31,0,17,0,0,0,0,0,9,0,18,97
2003,361,North Melbourne,0,0,0,0,86,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,125
2003,362,North Melbourne,0,11,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,53,0,0,151
2003,363,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,182
2003,364,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98
2003,365,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,74
2003,366,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2003,367,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2003,368,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,71
2003,369,North Melbourne,0,8,0,0,15,0,0,0,0,0,0,0,0,11,0,0,0,12,0,3,81
2003,370,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2003,371,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,372,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,373,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,374,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,375,North Melbourne,0,0,0,0,152,0,0,0,15,0,0,11,0,81,0,0,0,0,0,15,443
2003,376,North Melbourne,0,0,0,6,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,192
2003,377,North Melbourne,0,0,0,0,182,0,0,0,0,32,13,0,0,49,0,0,0,0,0,0,392
2003,378,North Melbourne,0,0,0,0,0,0,0,0,0,38,0,0,0,15,0,0,0,0,0,0,353
2003,379,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,380,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,401,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,402,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
2003,403,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157
2003,405,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,406,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,407,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,408,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,409,West Melbourne (Residential),0,0,0,0,18,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,54
2003,410,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
2003,411,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,412,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2003,413,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136
2003,414,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
2003,415,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2003,416,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,418,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55
2003,419,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,116
2003,420,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
2003,421,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,422,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,423,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,83
2003,424,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,7,0,0,37
2003,425,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,426,West Melbourne (Residential),0,0,0,293,38,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,479
2003,427,West Melbourne (Residential),0,0,0,0,28,0,0,0,0,0,0,0,0,26,0,0,0,51,0,18,180
2003,428,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38
2003,429,West Melbourne (Residential),0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,64
2003,430,West Melbourne (Residential),0,0,0,0,25,0,0,0,0,8,0,0,0,12,0,0,0,0,0,0,90
2003,431,West Melbourne (Residential),0,0,0,0,19,0,0,0,0,0,0,0,32,80,0,0,0,0,21,15,194
2003,432,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269
2003,433,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,434,West Melbourne (Residential),0,48,0,0,92,0,0,0,0,23,0,31,0,37,0,0,0,25,0,0,311
2003,435,West Melbourne (Residential),0,0,0,0,8,0,0,0,0,35,0,0,0,9,0,0,0,25,0,0,92
2003,436,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,437,West Melbourne (Residential),0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165
2003,438,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2003,439,West Melbourne (Residential),0,0,0,0,47,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,204
2003,440,West Melbourne (Residential),0,0,0,0,145,0,0,0,0,0,0,0,40,12,0,0,0,0,0,18,288
2003,441,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377
2003,442,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59
2003,443,West Melbourne (Residential),0,0,0,0,19,0,0,0,0,0,0,0,0,17,0,0,0,6,0,0,74
2003,444,West Melbourne (Residential),0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769
2003,445,West Melbourne (Residential),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,501,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,21,100,161
2003,502,West Melbourne (Industrial),0,0,0,0,0,0,0,0,0,0,0,0,284,0,0,0,0,0,96,0,579
2003,503,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,504,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,51
2003,505,Kensington,0,0,0,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,33,114
2003,506,North Melbourne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2003,507,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,90
2003,508,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,31,131
2003,509,Kensington,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81
2003,510,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,511,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,512,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,25,108
2003,513,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,44
2003,514,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,515,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,516,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,517,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,518,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,519,Kensington,0,0,0,2,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,28
2003,520,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,521,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,522,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,523,Kensington,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,39
2003,524,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2003,525,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2003,526,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,527,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,528,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,529,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,530,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,531,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,532,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,533,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,534,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,535,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,536,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,537,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,538,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,539,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
2003,540,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,541,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,542,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,543,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,544,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,545,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,546,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,547,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,548,Kensington,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
